,marketSegment,project,street,x,y
80,RCR,CENTRAL MEADOWS,LORONG 34 GEYLANG,34098.682120440001,32720.046324529999
81,OCR,LANDED HOUSING DEVELOPMENT,SOMMERVILLE WALK,32063.72992263,36227.855246090001
82,RCR,LANDED HOUSING DEVELOPMENT,JALAN WANGI,32599.479075170001,34786.176307299999
83,CCR,VISIONCREST,OXLEY RISE,29091.89684058,31174.347870959998
84,CCR,LANDED HOUSING DEVELOPMENT,BUCKLEY ROAD,28777.0637,33178.8411
85,CCR,WATTEN HILL,WATTEN ESTATE ROAD,25365.5873,34751.1216
86,CCR,LANDED HOUSING DEVELOPMENT,GALLOP PARK,25698.757903939999,33404.978236950002
87,CCR,THE GLYNDEBOURNE,TREVOSE CRESCENT,26919.5,33847.0218
88,RCR,SUNFLOWER LODGE,LORONG 34 GEYLANG,34069.3113094,32870.166121720002
89,RCR,VANADIUM,HERTFORD ROAD,29602.379485540001,32804.954770260001
90,RCR,HERTFORD COLLECTION,HERTFORD ROAD,29748.264664230002,32832.79009205
91,CCR,LANDED HOUSING DEVELOPMENT,WATTEN DRIVE,25169.5777341,34587.474123100003
92,CCR,NATHAN PLACE,NATHAN ROAD,27239.319267019999,30797.92058516
93,CCR,SPRING GROVE,GRANGE ROAD,27285.18524358,31112.387170079999
94,CCR,APLETON VIEW,SINARAN DRIVE,29424.619120789999,33490.11420857
95,RCR,LEICESTER SUITES,LEICESTER ROAD,31753.279,34743.5526
96,CCR,LANDED HOUSING DEVELOPMENT,CLUNY PARK ROAD,25863.066753489998,33735.550151170001
97,CCR,THE SHELFORD,SHELFORD ROAD,25603.623719939999,34180.07529441
98,RCR,CENTRA SUITES,LORONG 25A GEYLANG,33570.5363,33002.7394
99,OCR,VACANZA @ EAST,LENGKONG TUJOH,37073.6536,34616.9626
100,RCR,DOMUS,IRRAWADDY ROAD,29346.761994669999,34208.886450279997
101,RCR,RESIDENTIAL APARTMENTS,LORONG 27 GEYLANG,33620.731878629998,33183.586079099997
102,CCR,LANDED HOUSING DEVELOPMENT,OEI TIONG HAM PARK,23391.215464019998,33029.33629011
103,CCR,THE ARCADIA,ARCADIA ROAD,25341.20838285,35055.8316931
104,OCR,SINGA HILLS,JALAN SINGA,36349.7358,34712.4538
105,RCR,# 1 LOFT,LORONG 24 GEYLANG,33593.078090939998,32807.503912079999
106,RCR,LANDED HOUSING DEVELOPMENT,ST. MICHAEL'S ROAD,31400.904785830002,34218.190616080001
107,CCR,LOFT @ NATHAN,NATHAN ROAD,27369.5405,30761.6778
108,RCR,LANDED HOUSING DEVELOPMENT,LORONG 35 GEYLANG,34181.295547809999,33124.234108349998
109,OCR,LANDED HOUSING DEVELOPMENT,JALAN SENTOSA,37303.574999550003,34033.348436749998
110,RCR,CRYSTAL MANSIONS,LORONG 6 GEYLANG,32827.992948240001,32635.76861251
111,CCR,8 RODYK,RODYK STREET,28463.38080699,30242.1308831
112,OCR,BELLA VISTA,SOMMERVILLE ROAD,32110.946997169999,36249.052115220003
113,RCR,LANDED HOUSING DEVELOPMENT,LORONG 16 GEYLANG,33205.092967709998,32617.41577465
114,OCR,LANDED HOUSING DEVELOPMENT,DAISY AVENUE,31690.497618039999,36356.914459140001
115,CCR,CITYVALE,SOPHIA ROAD,29643.28620402,31620.996934320001
116,OCR,RESIDENTIAL APARTMENTS,JALAN ISMAIL,36080.7091,33920.9244
117,CCR,GRANGE INFINITE,GRANGE ROAD,28169.694248840001,31370.834437070001
118,CCR,EWE BOON REGENT,EWE BOON ROAD,27711.86528079,33223.11292424
119,OCR,LANDED HOUSING DEVELOPMENT,JALAN ISHAK,36197.3929,34099.338
120,RCR,BLOSSOMS @ WOODLEIGH,WOODLEIGH CLOSE,31969.377741660001,35397.100311729999
121,CCR,ILLUMINAIRE ON DEVONSHIRE,DEVONSHIRE ROAD,28412.92772148,31269.267616829998
122,CCR,EURO-ASIA COURT,RIVER VALLEY CLOSE,28458.735465719999,30728.23537568
123,CCR,LANDED HOUSING DEVELOPMENT,QUEEN'S ROAD,25087.465839899999,33422.591253900001
124,RCR,URBAN HERITAGE,BALESTIER ROAD,30225.129328850002,33773.667248780001
125,RCR,GRANDVIEW SUITES,LORONG 22 GEYLANG,33475.024891520001,32779.004245449998
126,RCR,NADIA MANSIONS,AH HOOD ROAD,29666.566207989998,34471.938799029998
127,CCR,CONDOMINIUM DEVELOPMENT,HOLLAND ROAD,24569.225134769998,32661.4782705
128,RCR,WOODSVILLE 28,WOODSVILLE CLOSE,31907.522347419998,34687.354612380004
129,RCR,BLISS REGALIA,SING AVENUE,30317.843891669999,33158.359283989997
130,RCR,SKT MANSIONS,LORONG 25 GEYLANG,33482.34242654,33003.973600909997
131,CCR,LANDED HOUSING DEVELOPMENT,DUCHESS AVENUE,24312.065859070001,34086.434538900002
132,CCR,LANDED HOUSING DEVELOPMENT,GREENWOOD AVENUE,24896.724605659999,35074.253966449997
133,CCR,PRINCESS OF WALES PARK,PRINCESS OF WALES ROAD,25201.816363839999,33900.131404490004
134,CCR,LINCOLN SUITES,KHIANG GUAN AVENUE,29041.9504,33269.169
135,CCR,RAINBOW MANSION,GRANGE ROAD,27065.687443340001,31396.66344875
136,CCR,UP@ROBERTSON QUAY,ROBERTSON QUAY,28448.8578,30367.1748
137,CCR,RIDGEWOOD,MOUNT SINAI DRIVE,22017.86949206,33303.960802899999
138,CCR,D'CHATEAU @ SHELFORD,SHELFORD ROAD,25606.184387140001,34470.429956049999
139,CCR,LA SUISSE,SWISS VIEW,23244.247955619999,36583.614588840002
140,CCR,BOTANIKA,HOLLAND ROAD,25241.650290759998,32453.876959060002
141,CCR,LANDED HOUSING DEVELOPMENT,JALAN SEJARAH,26189.727192539999,34632.79326515
142,RCR,ST MICHAEL REGENCY,ST. MICHAEL'S ROAD,31423.225763179998,34455.131221609999
143,CCR,KINGSVILLE,KING'S DRIVE,25034.612542909999,33620.53956725
144,RCR,VICTORY HEIGHTS,KIM KEAT ROAD,30162.23090936,34061.256627800004
145,CCR,THE SPINNAKER,SUFFOLK ROAD,29186.338050410002,32955.646227980002
146,CCR,FERRELL RESIDENCES,BUKIT TIMAH ROAD,27897.819517329999,33359.381144430003
147,RCR,VIENTO,LORONG 30 GEYLANG,33913.753874089998,32711.67679035
148,OCR,LANDED HOUSING DEVELOPMENT,JALAN KECHOT,36073.063280939999,33804.033835309997
149,CCR,THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,28831.199805560001,30428.07295228
150,CCR,283 STUDIO,RIVER VALLEY ROAD,28717.4143636,30884.762052469999
151,RCR,SUNFLOWER VIEW,LORONG 36 GEYLANG,34117.048104239999,32796.671942079998
152,CCR,THE PATERSON EDGE,PATERSON ROAD,27601.80272102,31652.443927180001
153,CCR,THE SUITES AT CENTRAL,DEVONSHIRE ROAD,28376.968359190001,31214.64960396
154,CCR,JERVOIS REGENCY,JERVOIS ROAD,26763.138009629999,30766.256148770001
155,CCR,6 DERBYSHIRE,DERBYSHIRE ROAD,29391.7026,33115.6806
156,CCR,TUDOR VIEW,TUDOR CLOSE,26382.086565829999,34388.955617649997
157,CCR,LANDED HOUSING DEVELOPMENT,WOOLLERTON DRIVE,25361.842869400001,33262.845671030003
158,CCR,ONE CHATSWORTH,CHATSWORTH ROAD,27083.303558600001,31309.995789719999
159,CCR,LANDED HOUSING DEVELOPMENT,NAMLY CLOSE,24110.908730720001,34276.752340199997
160,RCR,LOFT @ RANGOON,RANGOON ROAD,30259.708179909999,33032.171112700003
161,CCR,SHELFORD SUITES,SHELFORD ROAD,25705.896646119999,34300.303343159998
162,RCR,KIM KEAT HOUSE,KIM KEAT ROAD,30311.527945089999,34155.776221019998
163,RCR,SILVERSCAPE,LORONG 32 GEYLANG,34003.673797059999,32756.749802710001
164,CCR,DLV.,DALVEY ROAD,27111.577306870001,33114.362956609998
165,CCR,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,27271.7505628,31979.077661799999
166,CCR,ST THOMAS VILLE,ST. THOMAS WALK,28307.835647899998,31110.144712869999
167,CCR,PARK INFINIA AT WEE NAM,LINCOLN ROAD,29147.611735399999,33045.307938699998
168,RCR,RITZ MANSIONS,BALESTIER ROAD,30166.259535140001,34175.027741190002
169,RCR,SAM LEONG MANSION,SAM LEONG ROAD,30594.52127324,32402.378636819999
170,RCR,PRESTIGE HEIGHTS,BALESTIER ROAD,30133.7614527,34203.965215899997
171,RCR,GUILIN MANSIONS,LORONG 37 GEYLANG,34311.455709100002,33112.49341632
172,CCR,SUTTON PLACE,FARRER ROAD,24908.632432870001,32855.751600459999
173,RCR,EVER LODGE,GEYLANG ROAD,34197.050000660002,33035.652367019998
174,CCR,DUET,HOLLAND ROAD,24788.034435700001,32655.088261659999
175,RCR,PARC MONDRIAN,WOODLEIGH CLOSE,31895.979012329998,35403.219714599998
176,OCR,LANDED HOUSING DEVELOPMENT,SIMS VIEW,36666.781101829997,33576.523237699997
177,CCR,TANGLIN REGENCY,TANGLIN ROAD,26140.40574135,30481.60518228
178,RCR,VIIO @ BALESTIER,BALESTIER ROAD,29395.4278724,34384.52792984
179,RCR,THE MEZZO,BALESTIER ROAD,30138.673906149999,33637.702376239997
180,RCR,GUILLEMARD SUITES,GUILLEMARD ROAD,33528.011806989998,32599.9142151
181,RCR,RESIDENTIAL APARTMENTS,JALAN KEMAMAN,29832.537998,34263.809099
182,RCR,REZI 3TWO,LORONG 32 GEYLANG,33946.975533279999,32739.223371999999
183,CCR,CORONATION WEST PARK,CORONATION ROAD WEST,24357.636457570001,33800.935551070003
184,CCR,CHANCERY HILL VILLAS,CHANCERY HILL ROAD,28673.846,34187.8852
185,RCR,SOHO @ FARRER,RACE COURSE ROAD,30177.981222100002,32572.682578129999
186,CCR,CHANCERY CORNER,CHANCERY LANE,28395.0317613,33355.382743220001
187,RCR,CANNE LODGE,LORONG 3 GEYLANG,32435.988103890001,32965.396113769999
188,CCR,THE SIENA,TAN KIM CHENG ROAD,25564.1063,33679.7576
189,RCR,CITYLIGHTS,JELLICOE ROAD,31349.87570082,32343.60437735
190,CCR,SCOTTS 28,SCOTTS ROAD,28312.873592290002,32490.81649807
191,RCR,CHEN FANG MANSIONS,LORONG 33 GEYLANG,34085.807902049997,33080.748240570002
192,RCR,PERPETUAL APARTMENTS,LORONG 24 GEYLANG,33588.110507530003,32745.958173530001
193,RCR,VOGX,DORSET ROAD,29878.847880570002,32915.935258889999
194,CCR,LANDED HOUSING DEVELOPMENT,THIRD AVENUE,24020.681904510001,34456.730247840003
195,CCR,LANDED HOUSING DEVELOPMENT,PRINCESS OF WALES ROAD,25072.412286099999,33805.251206660003
196,CCR,LA MAISON,MOULMEIN RISE,29536.036704,33537.016313819999
197,CCR,URBAN SUITES,HULLET ROAD,28555.893073459999,31812.84236117
198,CCR,ST MARTIN RESIDENCE,ST. MARTIN'S DRIVE,26974.220135800001,32057.991036440002
199,CCR,ENG AUN MANSION,THOMSON ROAD,28962.48681025,33956.216972629999
200,CCR,BRIZAY PARK,BRIZAY PARK,22754.15441572,34750.500507049998
201,CCR,LANDED HOUSING DEVELOPMENT,JALAN PASIRAN,28468.986874810001,33503.08341401
202,CCR,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,28235.207316119998,33035.801270700002
203,CCR,THE PEAK @ CAIRNHILL I,CAIRNHILL CIRCLE,28580.68860424,32300.7395632
204,CCR,TAN TONG MENG TOWER,THOMSON ROAD,28949.095227089998,34448.101857379998
205,RCR,LANDED HOUSING DEVELOPMENT,JALAN MAWAR,33581.423050730002,34850.2550015
206,CCR,TREVOSE PARK,TREVOSE CRESCENT,27151.035492209999,34092.425883160003
207,RCR,STURDEE VIEW,STURDEE ROAD NORTH,30735.5223728,32902.865482760001
208,RCR,MILLAGE,CHANGI ROAD,35303.212069980002,33253.259004129999
209,RCR,CARMI MANSIONS,LORONG 33 GEYLANG,34095.546385229996,33103.392482790003
210,CCR,GILSTEAD TWO,GILSTEAD ROAD,28581.854843889999,33064.177818479999
211,CCR,HILLS APARTMENT,GOLDHILL AVENUE,28066.34185508,33727.126498369998
212,CCR,LANDED HOUSING DEVELOPMENT,FERNHILL ROAD,27005.6003,32884.0071
213,CCR,LANDED HOUSING DEVELOPMENT,NIVEN ROAD,29809.728335390001,31727.253980049999
214,OCR,EAST SHINE,LORONG MELAYU,36507.045754019997,33899.769827580003
215,CCR,GARLICK VILLE,SIXTH CRESCENT,23399.47353788,34232.017180240003
216,CCR,PARKVIEW ECLAT,GRANGE ROAD,26987.867038259998,31494.95596314
217,OCR,SARINA PARK,LORONG SARINA,36325.84157848,33618.280671300001
218,CCR,THE EDGE ON CAIRNHILL,CAIRNHILL ROAD,28429.858628310002,32379.136643590001
219,OCR,SENG YONG VILLAS,JALAN GRISEK,37473.956684109999,34034.134116390001
220,CCR,TOMLINSON HEIGHTS,TOMLINSON ROAD,27344.933599860001,31688.112351220001
221,CCR,DUCHESS MANOR,DUCHESS ROAD,25115.024799430001,34093.803410220002
222,RCR,CITYSCAPE @FARRER PARK,MERGUI ROAD,29974.6267234,33334.433158139997
223,RCR,RESIDENTIAL APARTMENTS,JOO AVENUE,30429.095416190001,33081.091868789999
224,CCR,NINETEEN SHELFORD ROAD,SHELFORD ROAD,25668.103716099999,34350.0957632
225,CCR,LANDED HOUSING DEVELOPMENT,GREENMEAD AVENUE,25099.611020669999,35078.315307180002
226,OCR,LANDED HOUSING DEVELOPMENT,LENGKONG ENAM,36990.671421480003,34504.498174250001
227,RCR,SUITES @ SIMS,SIMS AVENUE,34000.838105410001,33104.606429420002
228,RCR,TORIEVIEW MANSIONS,LORONG 29 GEYLANG,33873.786521589999,32980.290950849997
229,CCR,BARKER TERRACES,BARKER ROAD,28250.231503700002,33759.130592100002
230,CCR,HOLLAND PEAK,HOLLAND HILL,24526.26193279,32381.77572466
231,RCR,SUITES @ TOPAZ,TOPAZ ROAD,31524.908573870002,34547.396047569999
232,CCR,M5,JALAN MUTIARA,27493.155249139999,30898.898411079999
233,CCR,PARC SOPHIA,ADIS ROAD,29592.608286399998,31536.03616692
234,CCR,MANDALAY TOWERS,MANDALAY ROAD,29715.45922065,34003.598570830003
235,RCR,LANDED HOUSING DEVELOPMENT,ROBERTS LANE,30263.584865239999,32505.53852013
236,CCR,RESIDENTIAL APARTMENTS,ORANGE GROVE ROAD,27319.063289420002,32427.617087170001
237,CCR,GOLDHILL GARDENS,GOLDHILL DRIVE,27891.615623080001,33644.63664722
238,RCR,BELMONDO VIEW,PEGU ROAD,29982.557534779998,33935.970465849998
239,RCR,AIRSTREAM,ST. MICHAEL'S ROAD,31426.83266183,34386.297027539999
240,CCR,NOVELIS,SINARAN DRIVE,29430.221658869999,33449.193087539998
241,RCR,LANDED HOUSING DEVELOPMENT,LORONG 40 GEYLANG,34300.180487779997,32946.211832449997
242,RCR,PAVILION SQUARE,GEYLANG ROAD,33175.937093749997,32821.262062259999
243,CCR,RICHMOND PARK,BIDEFORD ROAD,28370.39744772,31971.902900400001
244,CCR,YGK GARDEN,BELMONT ROAD,24248.128545230001,32835.817092049996
245,CCR,THE EQUATORIAL,STEVENS ROAD,27091.882068429999,33634.69173013
246,CCR,PEIRCE VILLAS,PEIRCE HILL,25069.016576699999,31702.4496071
247,RCR,RESIDENTIAL APARTMENTS,LORONG 16 GEYLANG/WESTERHOUT ROAD,33207.62016725,32621.84126276
248,CCR,MIRAGE TOWER,KIM SENG ROAD,28142.452696819999,30513.324359900002
249,RCR,LANDED HOUSING DEVELOPMENT,BRISTOL ROAD,29706.9827,32770.5984
250,CCR,WILKIE 87,WILKIE ROAD,29533.717774070001,31744.605044740001
251,CCR,LANDED HOUSING DEVELOPMENT,JALAN BAHASA,26447.8646,34522.928
252,CCR,D'LEEDON,LEEDON HEIGHTS,24786.519632960001,33157.4450487
253,RCR,SUNFLOWER GRANDEUR,LORONG 39 GEYLANG,34367.822653729999,33157.241587119998
254,CCR,RICH MANSIONS,BUKIT TIMAH ROAD,28076.891934249998,33327.91018009
255,CCR,ESPADA,ST. THOMAS WALK,28418.06738041,31082.072577210002
256,CCR,FONTANA HEIGHTS,MOUNT SINAI RISE,21750.966643409998,33115.477881899997
257,CCR,VILLA DELLE ROSE,TAMAN NAKHODA,25183.369590929999,32740.651523710001
258,RCR,LANDED HOUSING DEVELOPMENT,JALAN MANIS,31378.642467300001,34163.304324989998
259,CCR,ALBA,CAIRNHILL RISE,28727.186306190002,32214.865049579999
260,CCR,THE TREVOSE,TREVOSE CRESCENT,27101.340492970001,33866.251245510003
261,CCR,THE BELMONT,BELMONT ROAD,24143.908038390001,32857.98756082
262,CCR,THE BALMORAL,BALMORAL PARK,27482.05579486,33030.642773059999
263,CCR,NASSIM JADE,NASSIM ROAD,27216.014642529999,32173.9319569
264,RCR,TRE RESIDENCES,GEYLANG EAST AVENUE 1,33763.0946,33271.573
265,CCR,WILKIE 80,WILKIE ROAD,29606.336254010001,31722.369219450001
266,CCR,URBAN EDGE @ HOLLAND V,FORD AVENUE,23681.357513200001,32823.54200529
267,CCR,26 NEWTON,NEWTON ROAD,28940.28414436,33128.741840479997
268,CCR,PACIFIC MANSION,RIVER VALLEY CLOSE,28390.862008080001,30727.439561579999
269,RCR,CARLYX GREEN,CARLISLE ROAD,29613.38276048,32838.000469080003
270,CCR,GARDENVILLE,WALSHE ROAD,27394.71339943,32800.771230789999
271,CCR,LANDED HOUSING DEVELOPMENT,JALAN ADAT,26278.481157249999,34478.856461330001
272,CCR,LANDED HOUSING DEVELOPMENT,CHERRY AVENUE,23399.938079110001,34947.407284690004
273,CCR,SOPHIA 98,SOPHIA ROAD,29529.489808879999,31624.80450914
274,CCR,CHIVERTON,EWE BOON ROAD,27530.377926179999,33299.329294209998
275,CCR,DRAYCOTT EIGHT,DRAYCOTT PARK,27852.778811159999,32639.81262881
276,RCR,LANDED HOUSING DEVELOPMENT,JALAN SEMERBAK,31304.20588803,34203.218138429997
277,CCR,NEWTON LODGE,NEWTON ROAD,28890.347059310001,33329.763825200002
278,CCR,GOODWOOD GRAND,BALMORAL ROAD,28016.8817,33046.6386
279,RCR,CARLISLE COURT,CARLISLE ROAD,29635.45094651,32842.006386249997
280,CCR,LANDED HOUSING DEVELOPMENT,LEMON AVENUE,23700.0866246,34700.292751480001
281,RCR,NIN RESIDENCE,PHENG GECK AVENUE,32080.429262789999,34967.722985480002
282,CCR,ESTRIVILLAS,JALAN LIM TAI SEE,23470.429245339999,33749.575130670002
283,OCR,LANDED HOUSING DEVELOPMENT,JALAN RIMAU,36266.117536270002,34603.921163869997
284,CCR,LANDED HOUSING DEVELOPMENT,HOLLAND GROVE TERRACE,22143.9297,33021.7801
285,CCR,UE SQUARE,RIVER VALLEY ROAD,28935.693659089999,30602.406308140001
286,OCR,SANTA TERRACES,LORONG MARZUKI,36358.277070749998,34076.66207321
287,RCR,FAMILIE MANSIONS,LORONG 8 GEYLANG,32911.535592960003,32469.188550149999
288,CCR,UNIT 8,HOLLAND ROAD,24974.41213318,32450.435131770001
289,CCR,THE REGALIA,RIVER VALLEY CLOSE,28441.698127999999,30862.668970580002
290,CCR,LOFT@HOLLAND,HOLLAND ROAD,23985.10510156,32755.888537789998
291,RCR,SENNETT RESIDENCE,PHENG GECK AVENUE,32041.86352053,34773.225867559997
292,RCR,TIVOLI LODGE,LORONG 31 GEYLANG,33977.492436369998,33064.707200869999
293,CCR,DERBYSHIRE HEIGHTS,DERBYSHIRE ROAD,29363.93198207,33173.340185989998
294,OCR,LANDED HOUSING DEVELOPMENT,JALAN RAHMAT,36338.21822048,33727.741722700003
295,RCR,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,31876.6558,34852.506
296,OCR,KEMBANGAN SUITES,JALAN MASJID,36847.183758039999,33591.612194739998
297,RCR,KENTISH GREEN,OXFORD ROAD,30092.544502539999,33124.469943729997
298,CCR,GAMBIER COURT,KIM YAM ROAD,28703.611052050001,30557.03550958
299,RCR,WATERBANK AT DAKOTA,DAKOTA CRESCENT,34186.7499,32135.2439
300,CCR,AMANINDA,THOMSON ROAD,28848.125732499999,34119.198551869999
301,RCR,D'WEAVE,LORONG 39 GEYLANG,34369.902420400003,33106.203692960002
302,CCR,PARC MACKENZIE,MACKENZIE ROAD,29640.419741430001,32069.524823569999
303,RCR,GLOBAL VILLE,JALAN RAJA UDANG,29062.160570130002,34420.868066240001
304,CCR,THE ANSLEY,MANDALAY ROAD,29757.406111609999,33973.21825452
305,CCR,GILSTEAD 38,GILSTEAD ROAD,28655.775691730002,33382.545177149998
306,OCR,THE VINES,LORONG SARINA,36334.3743553,33533.246025400001
307,RCR,PALM LODGE,LORONG 37 GEYLANG,34292.5479,33061.5178
308,RCR,ST MICHAEL'S CONDOMINIUM,ST. MICHAEL'S ROAD,31247.360637479999,34247.362535680001
309,CCR,MADISON RESIDENCES,BUKIT TIMAH ROAD,27646.54374478,33446.190243569999
310,CCR,DE LENTE,HOLLAND ROAD,24510.396246589998,32701.356319749998
311,CCR,STUDIO 3,SHANGHAI ROAD,27353.480290109999,30908.417977049999
312,RCR,REZI 26,LORONG 26 GEYLANG,33752.3298,32778.4774
313,CCR,LUCIDA,SUFFOLK ROAD,29271.739435940001,33014.833914619999
314,CCR,CORONA VILLE,JALAN HAJI ALIAS,23750.082607070001,33877.936712939997
315,CCR,ROBIN SUITES,ROBIN ROAD,27500.764771960001,33337.781897440001
316,CCR,MINBU COURT,MINBU ROAD,29705.9787057,34213.448197840001
317,RCR,LANDED HOUSING DEVELOPMENT,MACPHERSON ROAD,33382.718632039999,34923.352726649998
318,CCR,KUIE PONG LOFT,ROBIN WALK,27185.7204,33483.2497
319,RCR,INTERO,LEICESTER ROAD,31802.56440705,34740.5832554
320,CCR,CENTREPOINT,ORCHARD ROAD,28730.5396,31580.3853
321,OCR,LANDED HOUSING DEVELOPMENT,LORONG MELAYU,36539.878238710003,34025.940893480001
322,CCR,NEWTON SUITES,NEWTON ROAD,29035.9605005,33363.015163329999
323,CCR,THONG SIA BUILDING,BIDEFORD ROAD,28396.961158430002,31847.37185292
324,CCR,FERNHILL COURT,FERNHILL ROAD,26900.334411529998,32909.358807359997
325,RCR,LE REGAL,GEYLANG ROAD,33218.056054469997,32748.39967124
326,CCR,RESIDENCES AT 338A,RIVER VALLEY ROAD,28514.466203600001,31012.947021510001
327,CCR,LANDED HOUSING DEVELOPMENT,NAMLY PLACE,23893.527998440002,34201.608280819998
328,CCR,THE GREENWOOD,GREENWOOD AVENUE,24855.00609297,35322.972404430003
329,CCR,MONTVIEW,MOUNT SINAI DRIVE,21780.261517439999,33291.556314160002
330,OCR,SUITES @ EUNOS,JALAN YASIN,36071.266530680002,33634.844045209996
331,RCR,PUBLIC MANSION,BALESTIER ROAD,29772.241284130002,34308.938999460001
332,OCR,TERRA VILLAS,JALAN SAYANG,37084.0926,33665.0326
333,RCR,STURDEE RESIDENCES,BEATTY ROAD,30854.8481,32820.7092
334,CCR,THE LINCOLN RESIDENCES,SURREY ROAD,29005.701062369999,33084.927777409998
335,CCR,JERVOIS MEADOWS,JERVOIS ROAD,26153.232668279999,30801.00949165
336,RCR,GOODVIEW APARTMENTS,LORONG 8 GEYLANG,32850.465759539998,32652.777552670001
337,CCR,MONTEBLEU,MINBU ROAD,29876.949101170001,34008.775093769996
338,CCR,RIVERIA GARDENS,RIVER VALLEY GROVE,28182.541519589999,31088.302361219999
339,CCR,THE PARK VALE,PARK VALE,25583.096808310001,34723.975219789999
340,CCR,GALLOP GREEN,WOOLLERTON PARK,25203.759786320001,33059.87386461
341,RCR,PRISTINE HEIGHTS,MERGUI ROAD,30086.183195749999,33250.234695949997
342,CCR,ILLOURA,OLD HOLLAND ROAD,23207.811324509998,34883.50905316
343,CCR,LANDED HOUSING DEVELOPMENT,DEVONSHIRE ROAD,28304.77893128,31359.912249129999
344,RCR,TREASURES @ G20,LORONG 20 GEYLANG,33375.401670150001,32650.118935009999
345,CCR,LANDED HOUSING DEVELOPMENT,JALAN NOVENA,29138.182868799999,33955.286130569996
346,CCR,ORCHARD BEL AIR,ORCHARD BOULEVARD,27137.196087329999,31675.321808490001
347,CCR,ROCHELLE AT NEWTON,KENG LEE ROAD,28971.11338734,32953.730803360003
348,CCR,LION TOWERS,ESSEX ROAD,29346.844917990001,33246.554723329999
349,OCR,LANDED HOUSING DEVELOPMENT,JALAN KRIAN,37287.485328250001,34078.938958210002
350,RCR,ROCCA BALESTIER,BALESTIER ROAD,30146.5399634,33721.354393369996
351,CCR,TEN @ SUFFOLK,SUFFOLK ROAD,29252.884055680001,32990.40513279
352,CCR,1919,SOPHIA ROAD,29487.563317820001,31656.476973490001
353,CCR,THE LOFT,NASSIM HILL,26814.795154549999,32156.462136299998
354,CCR,LANDED HOUSING DEVELOPMENT,JALAN ARNAP,27451.104070770001,31470.10334358
355,CCR,LANDED HOUSING DEVELOPMENT,MERRYN ROAD,26921.51694792,34418.46489677
356,CCR,HILLCREST ARCADIA,ARCADIA ROAD,25295.102244179999,35301.798434239998
357,CCR,RAFFLES PARK,CASSIA DRIVE,24657.359488910001,35488.20499034
358,CCR,LANDED HOUSING DEVELOPMENT,EWART PARK,22384.230670099999,34300.132782769996
359,OCR,LANDED HOUSING DEVELOPMENT,MACKERROW ROAD,31529.820961969999,36405.441944380003
360,CCR,GARDEN APARTMENTS,ORANGE GROVE ROAD,27125.425883850001,32773.687970599997
361,CCR,LANDED HOUSING DEVELOPMENT,SWETTENHAM CLOSE,25024.0192516,31449.621088249998
362,CCR,DEVONSHIRE 12,DEVONSHIRE ROAD,28532.460224569999,31168.247708400002
363,RCR,LANDED HOUSING DEVELOPMENT,JALAN ANGGEREK,33427.334946889999,34629.546721079996
364,CCR,TULIP GARDEN,FARRER ROAD,24634.65729757,32862.067874230002
365,CCR,BELLE VUE RESIDENCES,OXLEY WALK,28942.054081250001,30976.99166034
366,CCR,JEWEL OF BALMORAL,BALMORAL PARK,27375.58283172,33142.370220909997
367,OCR,THE EBONY,LORONG MARICAN,36372.944817440003,33636.394559559997
368,CCR,CASA CONTENDERE,GILSTEAD ROAD,28546.403139269999,33311.60441179
369,RCR,MORO MANSIONS,LORONG 37 GEYLANG,34234.968904589997,33069.994731530003
370,CCR,LANDED HOUSING DEVELOPMENT,NAROOMA ROAD,26703.44150301,34171.330809040001
371,RCR,RESIDENTIAL APARTMENTS,LORONG 18 GEYLANG,33261.420521129998,32645.208447920001
372,CCR,VIDA,PECK HAY ROAD,28670.766465149999,32323.801404619998
373,CCR,THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,29108.1256,31092.9376
374,CCR,YONG AN PARK,RIVER VALLEY ROAD,28091.207387570001,30859.967736480001
375,CCR,EMILY RESIDENCE,MOUNT EMILY ROAD,29775.37059278,31831.272091389998
376,CCR,SHELFORD VIEW,SHELFORD ROAD,25673.75303924,34591.71169261
377,CCR,LANDED HOUSING DEVELOPMENT,WHITE HOUSE PARK,26825.488967619999,33342.27300856
378,OCR,LE REVE,KAMPONG EUNOS,36115.429707219997,33486.996173649997
379,CCR,VALLEY PARK,RIVER VALLEY ROAD,27481.519222260001,30624.336987790002
380,OCR,EUHABITAT,JALAN EUNOS,36254.349,34432.9514
381,RCR,NESS,LORONG 32 GEYLANG,33962.102206300003,32759.84145997
382,CCR,THE TATE RESIDENCES,CLAYMORE ROAD,27721.350616710001,32306.605432190001
